rank,title,artist,genre,weeks_on_chart,date,week_number,year
13,Hold Me Closer,Blackpink,Pop,1,2025-04-30,18,2025
14,Late Night Talking,Drake,Pop,14,2025-04-30,18,2025
15,Flowers,Lil Baby,Rock,4,2025-04-30,18,2025
16,Last Night,Bad Bunny,Hip-Hop/Rap,16,2025-04-30,18,2025
17,Vampire,Taylor Swift,Rock,13,2025-04-30,18,2025
18,Break My Soul,Miley Cyrus,Hip-Hop/Rap,20,2025-04-30,18,2025
19,As It Was,Lizzo,R&B/Soul,1,2025-04-30,18,2025
20,As It Was,The Weeknd,Pop,20,2025-04-30,18,2025
21,Vampire,Dua Lipa,Hip-Hop/Rap,19,2025-04-30,18,2025
22,Hold Me Closer,Doja Cat,Hip-Hop/Rap,9,2025-04-30,18,2025
23,Hold Me Closer,Morgan Wallen,Hip-Hop/Rap,8,2025-04-30,18,2025
24,Unholy,Lil Baby,R&B/Soul,20,2025-04-30,18,2025
25,Late Night Talking,Miley Cyrus,R&B/Soul,14,2025-04-30,18,2025
26,About Damn Time,Morgan Wallen,R&B/Soul,8,2025-04-30,18,2025
27,Unholy,Harry Styles,Hip-Hop/Rap,18,2025-04-30,18,2025
28,Vampire,BTS,Hip-Hop/Rap,9,2025-04-30,18,2025
29,Late Night Talking,Lil Baby,Country,7,2025-04-30,18,2025
30,Hold Me Closer,Ariana Grande,Pop,9,2025-04-30,18,2025
31,HUMBLE.,The Weeknd,Hip-Hop/Rap,5,2025-04-30,18,2025
32,Flowers,Lil Baby,R&B/Soul,16,2025-04-30,18,2025
33,Flowers,Ariana Grande,Rock,2,2025-04-30,18,2025
34,As It Was,Blackpink,Pop,19,2025-04-30,18,2025
35,Dynamite,The Weeknd,Pop,2,2025-04-30,18,2025
36,Late Night Talking,Kendrick Lamar,R&B/Soul,14,2025-04-30,18,2025
37,Hold Me Closer,The Weeknd,Pop,2,2025-04-30,18,2025
38,Flowers,Doja Cat,Pop,3,2025-04-30,18,2025
39,About Damn Time,Olivia Rodrigo,Pop,9,2025-04-30,18,2025
40,Unholy,Billie Eilish,Pop,6,2025-04-30,18,2025
41,Hold Me Closer,Drake,Rock,6,2025-04-30,18,2025
42,As It Was,BTS,Hip-Hop/Rap,19,2025-04-30,18,2025
43,Break My Soul,Lizzo,Pop,1,2025-04-30,18,2025
44,Late Night Talking,Kendrick Lamar,Pop,12,2025-04-30,18,2025
45,Dynamite,Justin Bieber,Pop,18,2025-04-30,18,2025
46,Anti-Hero,Miley Cyrus,Hip-Hop/Rap,13,2025-04-30,18,2025
47,Last Night,Kendrick Lamar,Pop,15,2025-04-30,18,2025
48,Dynamite,Dua Lipa,Hip-Hop/Rap,17,2025-04-30,18,2025
49,HUMBLE.,Bad Bunny,Pop,13,2025-04-30,18,2025
50,Unholy,Doja Cat,Hip-Hop/Rap,15,2025-04-30,18,2025
51,As It Was,Taylor Swift,Pop,2,2025-04-30,18,2025
52,Flowers,Morgan Wallen,R&B/Soul,7,2025-04-30,18,2025
53,HUMBLE.,Ed Sheeran,R&B/Soul,2,2025-04-30,18,2025
54,About Damn Time,Ed Sheeran,Rock,1,2025-04-30,18,2025
55,Hold Me Closer,Lil Baby,Pop,3,2025-04-30,18,2025
56,Hold Me Closer,Bad Bunny,Pop,8,2025-04-30,18,2025
57,Last Night,Olivia Rodrigo,Pop,3,2025-04-30,18,2025
58,Late Night Talking,Billie Eilish,Alternative,15,2025-04-30,18,2025
59,About Damn Time,Miley Cyrus,R&B/Soul,16,2025-04-30,18,2025
60,Vampire,Lil Baby,Pop,4,2025-04-30,18,2025
61,Unholy,Lizzo,Alternative,3,2025-04-30,18,2025
62,Pink Venom,Miley Cyrus,Pop,1,2025-04-30,18,2025
63,Hold Me Closer,Taylor Swift,Pop,18,2025-04-30,18,2025
64,Late Night Talking,Ed Sheeran,Country,17,2025-04-30,18,2025
65,Kill Bill,Lil Baby,Hip-Hop/Rap,12,2025-04-30,18,2025
66,Kill Bill,Harry Styles,R&B/Soul,14,2025-04-30,18,2025
67,Break My Soul,Morgan Wallen,Country,20,2025-04-30,18,2025
68,HUMBLE.,Ariana Grande,Rock,3,2025-04-30,18,2025
69,Anti-Hero,Ariana Grande,Alternative,8,2025-04-30,18,2025
70,HUMBLE.,Olivia Rodrigo,Country,18,2025-04-30,18,2025
71,Anti-Hero,Lizzo,Pop,16,2025-04-30,18,2025
72,Vampire,Kendrick Lamar,Country,2,2025-04-30,18,2025
73,Pink Venom,Kendrick Lamar,Alternative,4,2025-04-30,18,2025
74,Unholy,Olivia Rodrigo,R&B/Soul,2,2025-04-30,18,2025
75,Pink Venom,Post Malone,Country,12,2025-04-30,18,2025
76,Kill Bill,Olivia Rodrigo,Country,9,2025-04-30,18,2025
77,Break My Soul,Lizzo,Pop,7,2025-04-30,18,2025
78,Unholy,The Weeknd,Country,9,2025-04-30,18,2025
79,As It Was,Morgan Wallen,Pop,2,2025-04-30,18,2025
80,Flowers,Doja Cat,Hip-Hop/Rap,6,2025-04-30,18,2025
81,HUMBLE.,The Weeknd,Country,11,2025-04-30,18,2025
82,Hold Me Closer,Bad Bunny,Hip-Hop/Rap,19,2025-04-30,18,2025
83,Hold Me Closer,Ed Sheeran,R&B/Soul,19,2025-04-30,18,2025
84,As It Was,Billie Eilish,Pop,18,2025-04-30,18,2025
85,Kill Bill,Olivia Rodrigo,Hip-Hop/Rap,20,2025-04-30,18,2025
86,Unholy,Dua Lipa,Alternative,17,2025-04-30,18,2025
87,Dynamite,Lizzo,Alternative,15,2025-04-30,18,2025
88,Flowers,Post Malone,Hip-Hop/Rap,18,2025-04-30,18,2025
89,Flowers,Billie Eilish,Country,1,2025-04-30,18,2025
90,Late Night Talking,BTS,Rock,2,2025-04-30,18,2025
91,Flowers,Billie Eilish,R&B/Soul,2,2025-04-30,18,2025
92,Hold Me Closer,Kendrick Lamar,R&B/Soul,19,2025-04-30,18,2025
93,Late Night Talking,Lizzo,Country,20,2025-04-30,18,2025
94,About Damn Time,Post Malone,Country,9,2025-04-30,18,2025
95,Late Night Talking,Doja Cat,Alternative,13,2025-04-30,18,2025
96,Dynamite,Olivia Rodrigo,Hip-Hop/Rap,5,2025-04-30,18,2025
97,Flowers,Dua Lipa,R&B/Soul,16,2025-04-30,18,2025
98,Vampire,Dua Lipa,Country,10,2025-04-30,18,2025
99,Unholy,Ariana Grande,Pop,3,2025-04-30,18,2025
100,Dynamite,Post Malone,Country,1,2025-04-30,18,2025
1,Unholy,Ariana Grande,R&B/Soul,17,2025-05-07,19,2025
2,About Damn Time,The Weeknd,Pop,20,2025-05-07,19,2025
3,Unholy,Taylor Swift,Hip-Hop/Rap,18,2025-05-07,19,2025
4,Late Night Talking,Justin Bieber,Pop,4,2025-05-07,19,2025
5,Flowers,Lizzo,R&B/Soul,1,2025-05-07,19,2025
6,About Damn Time,Kendrick Lamar,Hip-Hop/Rap,1,2025-05-07,19,2025
7,Kill Bill,Miley Cyrus,Pop,5,2025-05-07,19,2025
8,Pink Venom,Harry Styles,Pop,1,2025-05-07,19,2025
9,Break My Soul,Ed Sheeran,Hip-Hop/Rap,20,2025-05-07,19,2025
10,Unholy,Lizzo,Pop,20,2025-05-07,19,2025
11,Late Night Talking,Harry Styles,Pop,1,2025-05-07,19,2025
12,Flowers,Post Malone,Hip-Hop/Rap,13,2025-05-07,19,2025
13,Hold Me Closer,Bad Bunny,Hip-Hop/Rap,20,2025-05-07,19,2025
14,As It Was,Miley Cyrus,Pop,17,2025-05-07,19,2025
15,Dynamite,Miley Cyrus,Hip-Hop/Rap,9,2025-05-07,19,2025
16,Flowers,Doja Cat,Pop,9,2025-05-07,19,2025
17,Break My Soul,Miley Cyrus,Hip-Hop/Rap,4,2025-05-07,19,2025
18,Late Night Talking,Billie Eilish,Country,6,2025-05-07,19,2025
19,Late Night Talking,Ariana Grande,Hip-Hop/Rap,14,2025-05-07,19,2025
20,Pink Venom,Billie Eilish,Hip-Hop/Rap,11,2025-05-07,19,2025
21,Anti-Hero,Billie Eilish,Hip-Hop/Rap,8,2025-05-07,19,2025
22,Hold Me Closer,Post Malone,Pop,1,2025-05-07,19,2025
23,Anti-Hero,Miley Cyrus,Hip-Hop/Rap,17,2025-05-07,19,2025
24,As It Was,Kendrick Lamar,R&B/Soul,4,2025-05-07,19,2025
25,Hold Me Closer,Harry Styles,R&B/Soul,8,2025-05-07,19,2025
26,Unholy,Drake,Hip-Hop/Rap,20,2025-05-07,19,2025
27,Flowers,Kendrick Lamar,Hip-Hop/Rap,14,2025-05-07,19,2025
28,Unholy,Ed Sheeran,R&B/Soul,5,2025-05-07,19,2025
29,Unholy,Kendrick Lamar,Rock,1,2025-05-07,19,2025
30,Late Night Talking,Post Malone,Pop,5,2025-05-07,19,2025
31,About Damn Time,Ed Sheeran,Pop,9,2025-05-07,19,2025
32,Flowers,Lizzo,Rock,16,2025-05-07,19,2025
33,Flowers,Post Malone,Rock,7,2025-05-07,19,2025
34,Break My Soul,Dua Lipa,Pop,10,2025-05-07,19,2025
35,Kill Bill,Blackpink,Hip-Hop/Rap,15,2025-05-07,19,2025
36,HUMBLE.,Bad Bunny,Pop,4,2025-05-07,19,2025
37,Hold Me Closer,Taylor Swift,Country,5,2025-05-07,19,2025
38,Break My Soul,Bad Bunny,R&B/Soul,18,2025-05-07,19,2025
39,Hold Me Closer,Lil Baby,Hip-Hop/Rap,19,2025-05-07,19,2025
40,Anti-Hero,Bad Bunny,Country,5,2025-05-07,19,2025
41,Late Night Talking,Miley Cyrus,R&B/Soul,18,2025-05-07,19,2025
42,Dynamite,Kendrick Lamar,Hip-Hop/Rap,10,2025-05-07,19,2025
43,Last Night,Lizzo,Rock,1,2025-05-07,19,2025
44,About Damn Time,Kendrick Lamar,Pop,10,2025-05-07,19,2025
45,Unholy,Doja Cat,Hip-Hop/Rap,2,2025-05-07,19,2025
46,Break My Soul,Billie Eilish,Hip-Hop/Rap,10,2025-05-07,19,2025
47,About Damn Time,Olivia Rodrigo,Country,11,2025-05-07,19,2025
48,Late Night Talking,Lil Baby,Hip-Hop/Rap,15,2025-05-07,19,2025
49,Anti-Hero,Post Malone,Rock,19,2025-05-07,19,2025
50,About Damn Time,Dua Lipa,Country,9,2025-05-07,19,2025
51,Last Night,Lizzo,Country,7,2025-05-07,19,2025
52,Late Night Talking,Morgan Wallen,R&B/Soul,6,2025-05-07,19,2025
53,HUMBLE.,Billie Eilish,Country,15,2025-05-07,19,2025
54,HUMBLE.,Harry Styles,Alternative,17,2025-05-07,19,2025
55,Vampire,BTS,Pop,16,2025-05-07,19,2025
56,Last Night,Blackpink,Pop,4,2025-05-07,19,2025
57,Vampire,Lizzo,Alternative,4,2025-05-07,19,2025
58,As It Was,Doja Cat,Alternative,11,2025-05-07,19,2025
59,HUMBLE.,Morgan Wallen,Pop,18,2025-05-07,19,2025
60,Dynamite,BTS,Pop,16,2025-05-07,19,2025
61,Flowers,BTS,Hip-Hop/Rap,2,2025-05-07,19,2025
62,Pink Venom,Drake,Pop,9,2025-05-07,19,2025
63,As It Was,Billie Eilish,Alternative,15,2025-05-07,19,2025
64,Hold Me Closer,Ariana Grande,Pop,15,2025-05-07,19,2025
65,Hold Me Closer,Harry Styles,Country,17,2025-05-07,19,2025
66,HUMBLE.,Justin Bieber,R&B/Soul,5,2025-05-07,19,2025
67,Kill Bill,Miley Cyrus,R&B/Soul,7,2025-05-07,19,2025
68,Anti-Hero,Lizzo,Pop,3,2025-05-07,19,2025
69,Anti-Hero,BTS,Pop,3,2025-05-07,19,2025
70,Unholy,Justin Bieber,R&B/Soul,12,2025-05-07,19,2025
71,Flowers,Lizzo,Country,16,2025-05-07,19,2025
72,Vampire,Doja Cat,Alternative,5,2025-05-07,19,2025
73,HUMBLE.,Lil Baby,R&B/Soul,15,2025-05-07,19,2025
74,Late Night Talking,Miley Cyrus,Hip-Hop/Rap,10,2025-05-07,19,2025
75,Kill Bill,Olivia Rodrigo,Alternative,16,2025-05-07,19,2025
76,About Damn Time,Taylor Swift,R&B/Soul,13,2025-05-07,19,2025
77,Dynamite,Justin Bieber,Country,10,2025-05-07,19,2025
78,Anti-Hero,Blackpink,Country,10,2025-05-07,19,2025
79,Dynamite,Billie Eilish,Hip-Hop/Rap,18,2025-05-07,19,2025
80,Flowers,The Weeknd,Country,14,2025-05-07,19,2025
81,Hold Me Closer,Dua Lipa,Country,14,2025-05-07,19,2025
82,Hold Me Closer,Bad Bunny,R&B/Soul,17,2025-05-07,19,2025
83,Hold Me Closer,Lil Baby,Alternative,2,2025-05-07,19,2025
84,Late Night Talking,Kendrick Lamar,R&B/Soul,8,2025-05-07,19,2025
85,Unholy,Ed Sheeran,Alternative,2,2025-05-07,19,2025
86,Dynamite,Kendrick Lamar,Pop,19,2025-05-07,19,2025
87,Dynamite,BTS,Pop,3,2025-05-07,19,2025
88,Flowers,The Weeknd,Pop,18,2025-05-07,19,2025
89,Break My Soul,Doja Cat,R&B/Soul,16,2025-05-07,19,2025
90,Dynamite,Ariana Grande,R&B/Soul,15,2025-05-07,19,2025
91,Hold Me Closer,Kendrick Lamar,R&B/Soul,13,2025-05-07,19,2025
92,Late Night Talking,Ed Sheeran,Country,15,2025-05-07,19,2025
93,As It Was,Dua Lipa,Pop,5,2025-05-07,19,2025
94,HUMBLE.,Taylor Swift,Alternative,17,2025-05-07,19,2025
95,As It Was,Post Malone,R&B/Soul,13,2025-05-07,19,2025
96,HUMBLE.,Lizzo,R&B/Soul,8,2025-05-07,19,2025
97,Kill Bill,Ed Sheeran,Pop,19,2025-05-07,19,2025
98,Vampire,Miley Cyrus,Hip-Hop/Rap,14,2025-05-07,19,2025
99,Last Night,The Weeknd,Alternative,8,2025-05-07,19,2025
100,Anti-Hero,Miley Cyrus,Pop,14,2025-05-07,19,2025
1,Flowers,Lizzo,Hip-Hop/Rap,7,2025-05-14,20,2025
2,About Damn Time,Post Malone,Pop,4,2025-05-14,20,2025
3,Last Night,Harry Styles,Pop,12,2025-05-14,20,2025
4,Flowers,Lizzo,Pop,16,2025-05-14,20,2025
5,Late Night Talking,Harry Styles,Hip-Hop/Rap,12,2025-05-14,20,2025
6,Hold Me Closer,Post Malone,Hip-Hop/Rap,12,2025-05-14,20,2025
7,Anti-Hero,Harry Styles,Rock,6,2025-05-14,20,2025
8,Pink Venom,The Weeknd,R&B/Soul,3,2025-05-14,20,2025
9,Dynamite,Doja Cat,R&B/Soul,19,2025-05-14,20,2025
10,Hold Me Closer,Doja Cat,Pop,3,2025-05-14,20,2025
11,Hold Me Closer,Drake,Hip-Hop/Rap,12,2025-05-14,20,2025
12,Unholy,Dua Lipa,Hip-Hop/Rap,3,2025-05-14,20,2025
13,Unholy,Blackpink,R&B/Soul,18,2025-05-14,20,2025
14,Hold Me Closer,Lizzo,Pop,13,2025-05-14,20,2025
15,Hold Me Closer,Taylor Swift,Pop,8,2025-05-14,20,2025
16,HUMBLE.,Kendrick Lamar,Pop,18,2025-05-14,20,2025
17,Vampire,Ariana Grande,Pop,3,2025-05-14,20,2025
18,Break My Soul,Kendrick Lamar,Hip-Hop/Rap,18,2025-05-14,20,2025
19,Kill Bill,Justin Bieber,R&B/Soul,6,2025-05-14,20,2025
20,Dynamite,Justin Bieber,Rock,10,2025-05-14,20,2025
21,Hold Me Closer,Drake,Pop,1,2025-05-14,20,2025
22,About Damn Time,Harry Styles,Hip-Hop/Rap,4,2025-05-14,20,2025
23,HUMBLE.,Lil Baby,R&B/Soul,9,2025-05-14,20,2025
24,Dynamite,Doja Cat,Rock,18,2025-05-14,20,2025
25,Flowers,Billie Eilish,Country,1,2025-05-14,20,2025
26,Hold Me Closer,Kendrick Lamar,R&B/Soul,14,2025-05-14,20,2025
27,Kill Bill,Drake,Rock,16,2025-05-14,20,2025
28,HUMBLE.,Harry Styles,R&B/Soul,18,2025-05-14,20,2025
29,Pink Venom,Harry Styles,Pop,12,2025-05-14,20,2025
30,Unholy,Lizzo,R&B/Soul,13,2025-05-14,20,2025
31,Break My Soul,Drake,R&B/Soul,18,2025-05-14,20,2025
32,As It Was,Ed Sheeran,Pop,20,2025-05-14,20,2025
33,Hold Me Closer,Ariana Grande,R&B/Soul,7,2025-05-14,20,2025
34,Vampire,Miley Cyrus,Pop,15,2025-05-14,20,2025
35,Flowers,Lil Baby,Hip-Hop/Rap,10,2025-05-14,20,2025
36,Flowers,Drake,Pop,4,2025-05-14,20,2025
37,Late Night Talking,The Weeknd,Hip-Hop/Rap,19,2025-05-14,20,2025
38,Unholy,Morgan Wallen,Hip-Hop/Rap,20,2025-05-14,20,2025
39,Late Night Talking,Bad Bunny,R&B/Soul,12,2025-05-14,20,2025
40,Hold Me Closer,BTS,Pop,3,2025-05-14,20,2025
41,Pink Venom,Bad Bunny,Hip-Hop/Rap,9,2025-05-14,20,2025
42,Flowers,Drake,Country,12,2025-05-14,20,2025
43,Hold Me Closer,Justin Bieber,Pop,6,2025-05-14,20,2025
44,Flowers,Kendrick Lamar,Country,1,2025-05-14,20,2025
45,Pink Venom,Ed Sheeran,Rock,19,2025-05-14,20,2025
46,Vampire,Morgan Wallen,Rock,5,2025-05-14,20,2025
47,Unholy,Harry Styles,R&B/Soul,8,2025-05-14,20,2025
48,Break My Soul,Kendrick Lamar,Pop,1,2025-05-14,20,2025
49,Hold Me Closer,Lizzo,Pop,20,2025-05-14,20,2025
50,Late Night Talking,Lizzo,Rock,20,2025-05-14,20,2025
51,Hold Me Closer,Miley Cyrus,R&B/Soul,16,2025-05-14,20,2025
52,Late Night Talking,Ed Sheeran,Country,17,2025-05-14,20,2025
53,Late Night Talking,Blackpink,Alternative,7,2025-05-14,20,2025
54,HUMBLE.,Drake,R&B/Soul,20,2025-05-14,20,2025
55,Hold Me Closer,Dua Lipa,Hip-Hop/Rap,2,2025-05-14,20,2025
56,Pink Venom,Post Malone,Pop,17,2025-05-14,20,2025
57,Pink Venom,Morgan Wallen,Hip-Hop/Rap,6,2025-05-14,20,2025
58,Pink Venom,Billie Eilish,R&B/Soul,20,2025-05-14,20,2025
59,Last Night,Lil Baby,Hip-Hop/Rap,14,2025-05-14,20,2025
60,Unholy,Doja Cat,Alternative,12,2025-05-14,20,2025
61,Flowers,Harry Styles,R&B/Soul,4,2025-05-14,20,2025
62,As It Was,Drake,Hip-Hop/Rap,11,2025-05-14,20,2025
63,Anti-Hero,Post Malone,Pop,5,2025-05-14,20,2025
64,Flowers,Harry Styles,Alternative,1,2025-05-14,20,2025
65,Anti-Hero,Olivia Rodrigo,Hip-Hop/Rap,2,2025-05-14,20,2025
66,Last Night,Doja Cat,Pop,5,2025-05-14,20,2025
67,Anti-Hero,Morgan Wallen,Alternative,19,2025-05-14,20,2025
68,Vampire,Kendrick Lamar,Hip-Hop/Rap,5,2025-05-14,20,2025
69,Late Night Talking,Billie Eilish,Rock,3,2025-05-14,20,2025
70,Hold Me Closer,Lil Baby,Hip-Hop/Rap,4,2025-05-14,20,2025
71,Hold Me Closer,Bad Bunny,Country,14,2025-05-14,20,2025
72,As It Was,Miley Cyrus,Rock,7,2025-05-14,20,2025
73,Unholy,Post Malone,Country,19,2025-05-14,20,2025
74,About Damn Time,Ed Sheeran,Country,10,2025-05-14,20,2025
75,Hold Me Closer,Post Malone,R&B/Soul,7,2025-05-14,20,2025
76,Late Night Talking,Taylor Swift,Alternative,4,2025-05-14,20,2025
77,Unholy,Lizzo,Pop,7,2025-05-14,20,2025
78,Hold Me Closer,Kendrick Lamar,Rock,10,2025-05-14,20,2025
79,Kill Bill,Taylor Swift,R&B/Soul,12,2025-05-14,20,2025
80,Kill Bill,Justin Bieber,Hip-Hop/Rap,4,2025-05-14,20,2025
81,Flowers,Billie Eilish,Country,19,2025-05-14,20,2025
82,Anti-Hero,Lil Baby,Country,13,2025-05-14,20,2025
83,Vampire,Bad Bunny,Hip-Hop/Rap,11,2025-05-14,20,2025
84,Hold Me Closer,Dua Lipa,Rock,5,2025-05-14,20,2025
85,Hold Me Closer,Kendrick Lamar,Hip-Hop/Rap,14,2025-05-14,20,2025
86,Flowers,Olivia Rodrigo,Country,20,2025-05-14,20,2025
87,About Damn Time,Taylor Swift,Hip-Hop/Rap,11,2025-05-14,20,2025
88,Flowers,Bad Bunny,Hip-Hop/Rap,13,2025-05-14,20,2025
89,Hold Me Closer,BTS,Country,18,2025-05-14,20,2025
90,Unholy,Taylor Swift,Hip-Hop/Rap,10,2025-05-14,20,2025
91,Vampire,Taylor Swift,Hip-Hop/Rap,6,2025-05-14,20,2025
92,Kill Bill,Harry Styles,Hip-Hop/Rap,12,2025-05-14,20,2025
93,Anti-Hero,Doja Cat,Rock,18,2025-05-14,20,2025
94,Flowers,Ed Sheeran,Pop,8,2025-05-14,20,2025
95,Vampire,Taylor Swift,Country,5,2025-05-14,20,2025
96,About Damn Time,Dua Lipa,Pop,13,2025-05-14,20,2025
97,Pink Venom,Billie Eilish,Alternative,6,2025-05-14,20,2025
98,About Damn Time,Bad Bunny,Hip-Hop/Rap,14,2025-05-14,20,2025
99,Flowers,The Weeknd,Country,9,2025-05-14,20,2025
100,Flowers,Morgan Wallen,Hip-Hop/Rap,19,2025-05-14,20,2025
1,Hold Me Closer,Justin Bieber,Pop,13,2025-05-21,21,2025
2,Hold Me Closer,Dua Lipa,Rock,20,2025-05-21,21,2025
3,Anti-Hero,Blackpink,R&B/Soul,17,2025-05-21,21,2025
4,Dynamite,Olivia Rodrigo,Hip-Hop/Rap,11,2025-05-21,21,2025
5,Anti-Hero,Olivia Rodrigo,Hip-Hop/Rap,12,2025-05-21,21,2025
6,About Damn Time,Drake,R&B/Soul,18,2025-05-21,21,2025
7,Hold Me Closer,Justin Bieber,R&B/Soul,9,2025-05-21,21,2025
8,Flowers,Doja Cat,Hip-Hop/Rap,1,2025-05-21,21,2025
9,Vampire,Bad Bunny,Pop,1,2025-05-21,21,2025
10,Unholy,Post Malone,Hip-Hop/Rap,5,2025-05-21,21,2025
11,About Damn Time,Ed Sheeran,Pop,18,2025-05-21,21,2025
12,Dynamite,Lizzo,Rock,18,2025-05-21,21,2025
13,Hold Me Closer,Olivia Rodrigo,Country,5,2025-05-21,21,2025
14,Hold Me Closer,Doja Cat,R&B/Soul,1,2025-05-21,21,2025
15,Flowers,Drake,Hip-Hop/Rap,16,2025-05-21,21,2025
16,Anti-Hero,Kendrick Lamar,Pop,6,2025-05-21,21,2025
17,Pink Venom,Billie Eilish,Pop,9,2025-05-21,21,2025
18,Kill Bill,Ed Sheeran,Hip-Hop/Rap,9,2025-05-21,21,2025
19,HUMBLE.,Lizzo,Rock,20,2025-05-21,21,2025
20,About Damn Time,Blackpink,Hip-Hop/Rap,17,2025-05-21,21,2025
21,Vampire,Justin Bieber,Pop,13,2025-05-21,21,2025
22,Hold Me Closer,Ariana Grande,Rock,9,2025-05-21,21,2025
23,Flowers,Lizzo,R&B/Soul,5,2025-05-21,21,2025
24,Hold Me Closer,Lil Baby,Rock,8,2025-05-21,21,2025
25,Hold Me Closer,Bad Bunny,Pop,8,2025-05-21,21,2025
26,Unholy,Taylor Swift,Pop,7,2025-05-21,21,2025
27,Break My Soul,Drake,Country,4,2025-05-21,21,2025
28,Late Night Talking,Ariana Grande,Pop,10,2025-05-21,21,2025
29,Late Night Talking,Drake,Hip-Hop/Rap,9,2025-05-21,21,2025
30,Pink Venom,Justin Bieber,Pop,9,2025-05-21,21,2025
31,Anti-Hero,Billie Eilish,Hip-Hop/Rap,7,2025-05-21,21,2025
32,Late Night Talking,Miley Cyrus,R&B/Soul,1,2025-05-21,21,2025
33,Vampire,Drake,Country,6,2025-05-21,21,2025
34,Dynamite,Billie Eilish,Rock,19,2025-05-21,21,2025
35,Dynamite,Doja Cat,Hip-Hop/Rap,17,2025-05-21,21,2025
36,Pink Venom,Lil Baby,Pop,4,2025-05-21,21,2025
37,Late Night Talking,Post Malone,Rock,7,2025-05-21,21,2025
38,Unholy,Blackpink,R&B/Soul,16,2025-05-21,21,2025
39,Late Night Talking,Kendrick Lamar,Pop,16,2025-05-21,21,2025
40,Hold Me Closer,Miley Cyrus,Hip-Hop/Rap,17,2025-05-21,21,2025
41,Kill Bill,Lizzo,Hip-Hop/Rap,7,2025-05-21,21,2025
42,Vampire,Kendrick Lamar,Pop,9,2025-05-21,21,2025
43,Flowers,BTS,Rock,16,2025-05-21,21,2025
44,HUMBLE.,Kendrick Lamar,Country,16,2025-05-21,21,2025
45,About Damn Time,BTS,R&B/Soul,16,2025-05-21,21,2025
46,Late Night Talking,Taylor Swift,Pop,2,2025-05-21,21,2025
47,Break My Soul,The Weeknd,Pop,3,2025-05-21,21,2025
48,Pink Venom,Drake,Pop,16,2025-05-21,21,2025
49,Flowers,Drake,R&B/Soul,6,2025-05-21,21,2025
50,Kill Bill,Taylor Swift,Pop,3,2025-05-21,21,2025
51,Pink Venom,Bad Bunny,Alternative,15,2025-05-21,21,2025
52,Last Night,Blackpink,R&B/Soul,15,2025-05-21,21,2025
53,Unholy,Bad Bunny,Hip-Hop/Rap,11,2025-05-21,21,2025
54,Pink Venom,Lizzo,Pop,9,2025-05-21,21,2025
55,Hold Me Closer,Billie Eilish,Alternative,9,2025-05-21,21,2025
56,Vampire,Lizzo,R&B/Soul,12,2025-05-21,21,2025
57,Unholy,Billie Eilish,Pop,11,2025-05-21,21,2025
58,Kill Bill,BTS,Pop,2,2025-05-21,21,2025
59,Dynamite,Lil Baby,R&B/Soul,6,2025-05-21,21,2025
60,Hold Me Closer,Bad Bunny,Pop,18,2025-05-21,21,2025
61,Late Night Talking,Billie Eilish,Country,8,2025-05-21,21,2025
62,Unholy,The Weeknd,R&B/Soul,16,2025-05-21,21,2025
63,Unholy,BTS,Hip-Hop/Rap,11,2025-05-21,21,2025
64,Last Night,Billie Eilish,R&B/Soul,8,2025-05-21,21,2025
65,Dynamite,Ed Sheeran,Alternative,8,2025-05-21,21,2025
66,Hold Me Closer,BTS,Pop,2,2025-05-21,21,2025
67,Break My Soul,The Weeknd,Country,18,2025-05-21,21,2025
68,Dynamite,Post Malone,R&B/Soul,11,2025-05-21,21,2025
69,Late Night Talking,Billie Eilish,Hip-Hop/Rap,2,2025-05-21,21,2025
70,Unholy,BTS,Hip-Hop/Rap,19,2025-05-21,21,2025
71,Late Night Talking,Post Malone,Pop,15,2025-05-21,21,2025
72,Break My Soul,Post Malone,Hip-Hop/Rap,17,2025-05-21,21,2025
73,Late Night Talking,Miley Cyrus,Rock,3,2025-05-21,21,2025
74,Break My Soul,Post Malone,Rock,6,2025-05-21,21,2025
75,Pink Venom,Blackpink,Country,14,2025-05-21,21,2025
76,Flowers,Miley Cyrus,Country,15,2025-05-21,21,2025
77,Dynamite,Miley Cyrus,Rock,20,2025-05-21,21,2025
78,About Damn Time,Lil Baby,R&B/Soul,5,2025-05-21,21,2025
79,Unholy,Lil Baby,Country,9,2025-05-21,21,2025
80,Flowers,Doja Cat,Country,11,2025-05-21,21,2025
81,As It Was,Harry Styles,Rock,5,2025-05-21,21,2025
82,About Damn Time,Bad Bunny,Hip-Hop/Rap,1,2025-05-21,21,2025
83,HUMBLE.,Ed Sheeran,Alternative,6,2025-05-21,21,2025
84,Flowers,Morgan Wallen,Rock,16,2025-05-21,21,2025
85,Last Night,Morgan Wallen,Rock,3,2025-05-21,21,2025
86,About Damn Time,Drake,Country,15,2025-05-21,21,2025
87,HUMBLE.,Lil Baby,Hip-Hop/Rap,17,2025-05-21,21,2025
88,Last Night,Dua Lipa,Pop,5,2025-05-21,21,2025
89,Unholy,Doja Cat,Country,18,2025-05-21,21,2025
90,HUMBLE.,Olivia Rodrigo,Pop,8,2025-05-21,21,2025
91,Hold Me Closer,Justin Bieber,Hip-Hop/Rap,16,2025-05-21,21,2025
92,Unholy,Post Malone,Rock,5,2025-05-21,21,2025
