rank,title,artist,genre,weeks_on_chart,date
19,Hold On,Justin Bieber,Pop,3,2024-08-14
20,Rich Flex,Drake & 21 Savage,R&B/Soul,4,2024-08-14
21,New Jeans,NewJeans,K-Pop,8,2024-08-14
22,Congratulations,Post Malone ft. Quavo,Pop,15,2024-08-14
23,Hold On,Justin Bieber,Pop,11,2024-08-14
24,CUFF IT,Beyoncé,R&B/Soul,9,2024-08-14
25,Physical,Dua Lipa,Electronic/Dance,5,2024-08-14
26,Good Days,SZA,R&B/Soul,11,2024-08-14
27,Anti-Hero,Taylor Swift,Pop,13,2024-08-14
28,Wonderwall,Oasis,Rock,15,2024-08-14
29,Wonderwall,Oasis,Rock,7,2024-08-14
30,Flowers,Miley Cyrus,Pop,14,2024-08-14
31,Sunflower,Post Malone & Swae Lee,Pop,11,2024-08-14
32,Wild as Her,Corey Kent,Country,3,2024-08-14
33,Lift Me Up,Rihanna,R&B/Soul,4,2024-08-14
34,Anti-Hero,Taylor Swift,Pop,6,2024-08-14
35,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,7,2024-08-14
36,Dynamite,BTS,K-Pop,7,2024-08-14
37,She Had Me At Heads Carolina,Cole Swindell,Country,9,2024-08-14
38,Master of Puppets,Metallica,Rock,13,2024-08-14
39,She Had Me At Heads Carolina,Cole Swindell,Country,6,2024-08-14
40,The Box,Roddy Ricch,Hip-Hop/Rap,12,2024-08-14
41,Zombie,The Cranberries,Rock,14,2024-08-14
42,Congratulations,Post Malone ft. Quavo,Pop,5,2024-08-14
43,Congratulations,Post Malone ft. Quavo,Pop,10,2024-08-14
44,Til You Can't,Cody Johnson,Country,8,2024-08-14
45,Last Night,Morgan Wallen,Country,10,2024-08-14
46,OMG,NewJeans,K-Pop,12,2024-08-14
47,Levitating,Dua Lipa,Electronic/Dance,6,2024-08-14
48,Good Days,SZA,R&B/Soul,14,2024-08-14
49,Andrea,Bad Bunny & Buscabulla,Latin,7,2024-08-14
50,Shut Down,BLACKPINK,K-Pop,3,2024-08-14
51,Wonderwall,Oasis,Rock,6,2024-08-14
52,The Box,Roddy Ricch,Hip-Hop/Rap,7,2024-08-14
53,I Fall Apart,Post Malone,Alternative,7,2024-08-14
54,Sunflower,Post Malone & Swae Lee,Pop,8,2024-08-14
55,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,1,2024-08-14
56,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,8,2024-08-14
57,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,5,2024-08-14
58,Til You Can't,Cody Johnson,Country,5,2024-08-14
59,Go Flex,Post Malone,Alternative,5,2024-08-14
60,Party,Bad Bunny & Rauw Alejandro,Latin,5,2024-08-14
61,Super Shy,NewJeans,K-Pop,8,2024-08-14
62,Rich Flex,Drake & 21 Savage,R&B/Soul,5,2024-08-14
63,Wild as Her,Corey Kent,Country,3,2024-08-14
64,Shut Down,BLACKPINK,K-Pop,7,2024-08-14
65,Bad Guy,Billie Eilish,Alternative,3,2024-08-14
66,Congratulations,Post Malone ft. Quavo,Pop,5,2024-08-14
67,Good Days,SZA,R&B/Soul,2,2024-08-14
68,Hotel California,Eagles,Rock,6,2024-08-14
69,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,4,2024-08-14
70,Bohemian Rhapsody,Queen,Rock,4,2024-08-14
71,Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,8,2024-08-14
72,Anti-Hero,Taylor Swift,Pop,4,2024-08-14
73,Después de la Playa,Bad Bunny,Latin,7,2024-08-14
74,Unholy,Sam Smith & Kim Petras,Pop,5,2024-08-14
75,In Da Club,50 Cent,Hip-Hop/Rap,6,2024-08-14
76,Late Night Talking,Harry Styles,Pop,5,2024-08-14
77,She Had Me At Heads Carolina,Cole Swindell,Country,4,2024-08-14
78,Calm Down,Rema & Selena Gomez,R&B/Soul,3,2024-08-14
79,Rich Flex,Drake & 21 Savage,R&B/Soul,7,2024-08-14
80,In Da Club,50 Cent,Hip-Hop/Rap,2,2024-08-14
81,Shirt,SZA,R&B/Soul,3,2024-08-14
82,Stay,The Kid LAROI & Justin Bieber,Electronic/Dance,2,2024-08-14
83,IDGAF,Dua Lipa,Electronic/Dance,2,2024-08-14
84,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,4,2024-08-14
85,Calm Down,Rema & Selena Gomez,R&B/Soul,7,2024-08-14
86,White Iverson,Post Malone,Alternative,6,2024-08-14
87,CUFF IT,Beyoncé,R&B/Soul,2,2024-08-14
88,Late Night Talking,Harry Styles,Pop,2,2024-08-14
89,Die For You,The Weeknd,R&B/Soul,5,2024-08-14
90,"Going, Going, Gone",Luke Combs,Country,1,2024-08-14
91,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,3,2024-08-14
92,Moscow Mule,Bad Bunny,Latin,4,2024-08-14
93,El Apagón,Bad Bunny,Latin,2,2024-08-14
94,CUFF IT,Beyoncé,R&B/Soul,6,2024-08-14
95,Kill Bill,SZA,R&B/Soul,1,2024-08-14
96,Party,Bad Bunny & Rauw Alejandro,Latin,3,2024-08-14
97,I Fall Apart,Post Malone,Alternative,4,2024-08-14
98,"Going, Going, Gone",Luke Combs,Country,1,2024-08-14
99,Last Night,Morgan Wallen,Country,6,2024-08-14
100,Good Days,SZA,R&B/Soul,1,2024-08-14
1,Unholy,Sam Smith & Kim Petras,Pop,11,2024-08-21
2,"Going, Going, Gone",Luke Combs,Country,17,2024-08-21
3,Hype Boy,NewJeans,K-Pop,25,2024-08-21
4,Kill Bill,SZA,R&B/Soul,20,2024-08-21
5,The Kind of Love We Make,Luke Combs,Country,18,2024-08-21
6,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,10,2024-08-21
7,About Damn Time,Lizzo,Pop,15,2024-08-21
8,The Box,Roddy Ricch,Hip-Hop/Rap,20,2024-08-21
9,Unholy,Sam Smith & Kim Petras,Pop,8,2024-08-21
10,Congratulations,Post Malone ft. Quavo,Pop,19,2024-08-21
11,Butter,BTS,K-Pop,14,2024-08-21
12,Pink Venom,BLACKPINK,K-Pop,14,2024-08-21
13,New Jeans,NewJeans,K-Pop,13,2024-08-21
14,Good Days,SZA,R&B/Soul,5,2024-08-21
15,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,9,2024-08-21
16,Dynamite,BTS,K-Pop,5,2024-08-21
17,Blinding Lights,The Weeknd,Alternative,3,2024-08-21
18,Flowers,Miley Cyrus,Pop,9,2024-08-21
19,Andrea,Bad Bunny & Buscabulla,Latin,13,2024-08-21
20,Flowers,Miley Cyrus,Pop,15,2024-08-21
21,El Apagón,Bad Bunny,Latin,12,2024-08-21
22,Anti-Hero,Taylor Swift,Pop,10,2024-08-21
23,Hold Me Closer,Elton John & Britney Spears,Pop,11,2024-08-21
24,As It Was,Harry Styles,Pop,7,2024-08-21
25,Shirt,SZA,R&B/Soul,15,2024-08-21
26,Go Flex,Post Malone,Alternative,7,2024-08-21
27,Late Night Talking,Harry Styles,Pop,13,2024-08-21
28,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,7,2024-08-21
29,New Rules,Dua Lipa,Electronic/Dance,15,2024-08-21
30,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,7,2024-08-21
31,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,15,2024-08-21
32,Go Flex,Post Malone,Alternative,5,2024-08-21
33,Smells Like Teen Spirit,Nirvana,Rock,13,2024-08-21
34,Sunflower,Post Malone & Swae Lee,Pop,4,2024-08-21
35,God's Plan,Drake,Hip-Hop/Rap,10,2024-08-21
36,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,4,2024-08-21
37,Don't Start Now,Dua Lipa,Electronic/Dance,11,2024-08-21
38,Bohemian Rhapsody,Queen,Rock,11,2024-08-21
39,Bad Guy,Billie Eilish,Alternative,11,2024-08-21
40,In Da Club,50 Cent,Hip-Hop/Rap,13,2024-08-21
41,Hold On,Justin Bieber,Pop,5,2024-08-21
42,The Box,Roddy Ricch,Hip-Hop/Rap,15,2024-08-21
43,Kill Bill,SZA,R&B/Soul,9,2024-08-21
44,Pink Venom,BLACKPINK,K-Pop,4,2024-08-21
45,In Da Club,50 Cent,Hip-Hop/Rap,3,2024-08-21
46,Ditto,NewJeans,K-Pop,3,2024-08-21
47,Die For You,The Weeknd,R&B/Soul,4,2024-08-21
48,Blinding Lights,The Weeknd,Alternative,11,2024-08-21
49,Super Shy,NewJeans,K-Pop,8,2024-08-21
50,Late Night Talking,Harry Styles,Pop,12,2024-08-21
51,Hype Boy,NewJeans,K-Pop,4,2024-08-21
52,Party,Bad Bunny & Rauw Alejandro,Latin,6,2024-08-21
53,Last Night,Morgan Wallen,Country,3,2024-08-21
54,Congratulations,Post Malone ft. Quavo,Pop,1,2024-08-21
55,Después de la Playa,Bad Bunny,Latin,3,2024-08-21
56,Shirt,SZA,R&B/Soul,6,2024-08-21
57,Shirt,SZA,R&B/Soul,4,2024-08-21
58,Creep,Radiohead,Rock,2,2024-08-21
59,Late Night Talking,Harry Styles,Pop,4,2024-08-21
60,Wonderwall,Oasis,Rock,5,2024-08-21
61,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,7,2024-08-21
62,Zombie,The Cranberries,Rock,1,2024-08-21
63,Good Days,SZA,R&B/Soul,6,2024-08-21
64,Después de la Playa,Bad Bunny,Latin,4,2024-08-21
65,Anti-Hero,Taylor Swift,Pop,8,2024-08-21
66,Seven Nation Army,The White Stripes,Rock,4,2024-08-21
67,CUFF IT,Beyoncé,R&B/Soul,7,2024-08-21
68,Savage,Megan Thee Stallion,Hip-Hop/Rap,8,2024-08-21
69,Hold Me Closer,Elton John & Britney Spears,Pop,4,2024-08-21
70,Savage,Megan Thee Stallion,Hip-Hop/Rap,5,2024-08-21
71,Savage,Megan Thee Stallion,Hip-Hop/Rap,7,2024-08-21
72,IDGAF,Dua Lipa,Electronic/Dance,2,2024-08-21
73,Hold On,Justin Bieber,Pop,3,2024-08-21
74,Cold Heart,Elton John & Dua Lipa,Electronic/Dance,2,2024-08-21
75,Til You Can't,Cody Johnson,Country,5,2024-08-21
76,Super Shy,NewJeans,K-Pop,5,2024-08-21
77,Running Up That Hill,Kate Bush,Rock,6,2024-08-21
78,Go Flex,Post Malone,Alternative,3,2024-08-21
79,Good Days,SZA,R&B/Soul,6,2024-08-21
80,Hold On,Justin Bieber,Pop,3,2024-08-21
81,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,5,2024-08-21
82,Wild as Her,Corey Kent,Country,8,2024-08-21
83,Pink Venom,BLACKPINK,K-Pop,1,2024-08-21
84,Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,2,2024-08-21
85,Late Night Talking,Harry Styles,Pop,6,2024-08-21
86,Anti-Hero,Taylor Swift,Pop,5,2024-08-21
87,Thought You Should Know,Morgan Wallen,Country,7,2024-08-21
88,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,6,2024-08-21
89,Lift Me Up,Rihanna,R&B/Soul,3,2024-08-21
90,Bad Guy,Billie Eilish,Alternative,5,2024-08-21
91,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,4,2024-08-21
92,Essence,WizKid ft. Tems,R&B/Soul,5,2024-08-21
93,Rich Flex,Drake & 21 Savage,R&B/Soul,7,2024-08-21
94,Efecto,Bad Bunny,Latin,8,2024-08-21
95,New Jeans,NewJeans,K-Pop,7,2024-08-21
96,The Kind of Love We Make,Luke Combs,Country,6,2024-08-21
97,Master of Puppets,Metallica,Rock,2,2024-08-21
98,Kill Bill,SZA,R&B/Soul,6,2024-08-21
99,Late Night Talking,Harry Styles,Pop,5,2024-08-21
100,Vampire,Olivia Rodrigo,Pop,4,2024-08-21
1,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,23,2024-08-28
2,Unholy,Sam Smith & Kim Petras,Pop,22,2024-08-28
3,OMG,NewJeans,K-Pop,8,2024-08-28
4,Bad Guy,Billie Eilish,Alternative,19,2024-08-28
5,The Box,Roddy Ricch,Hip-Hop/Rap,15,2024-08-28
6,In Da Club,50 Cent,Hip-Hop/Rap,24,2024-08-28
7,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,19,2024-08-28
8,Break My Heart,Dua Lipa,Electronic/Dance,11,2024-08-28
9,Unholy,Sam Smith & Kim Petras,Pop,11,2024-08-28
10,"Going, Going, Gone",Luke Combs,Country,18,2024-08-28
11,Pink Venom,BLACKPINK,K-Pop,4,2024-08-28
12,White Iverson,Post Malone,Alternative,6,2024-08-28
13,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,7,2024-08-28
14,Good Days,SZA,R&B/Soul,7,2024-08-28
15,God's Plan,Drake,Hip-Hop/Rap,12,2024-08-28
16,New Rules,Dua Lipa,Electronic/Dance,13,2024-08-28
17,Seven Nation Army,The White Stripes,Rock,11,2024-08-28
18,Thought You Should Know,Morgan Wallen,Country,15,2024-08-28
19,Til You Can't,Cody Johnson,Country,5,2024-08-28
20,OMG,NewJeans,K-Pop,6,2024-08-28
21,Go Flex,Post Malone,Alternative,5,2024-08-28
22,Cold Heart,Elton John & Dua Lipa,Electronic/Dance,3,2024-08-28
23,Pink Venom,BLACKPINK,K-Pop,8,2024-08-28
24,Blinding Lights,The Weeknd,Alternative,10,2024-08-28
25,You Proof,Morgan Wallen,Country,15,2024-08-28
26,Break My Heart,Dua Lipa,Electronic/Dance,12,2024-08-28
27,Rich Flex,Drake & 21 Savage,R&B/Soul,14,2024-08-28
28,New Rules,Dua Lipa,Electronic/Dance,7,2024-08-28
29,Rich Flex,Drake & 21 Savage,R&B/Soul,4,2024-08-28
30,El Apagón,Bad Bunny,Latin,13,2024-08-28
31,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,9,2024-08-28
32,New Jeans,NewJeans,K-Pop,13,2024-08-28
33,Circles,Post Malone,Alternative,12,2024-08-28
34,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,11,2024-08-28
35,Anti-Hero,Taylor Swift,Pop,15,2024-08-28
36,Moscow Mule,Bad Bunny,Latin,3,2024-08-28
37,Essence,WizKid ft. Tems,R&B/Soul,4,2024-08-28
38,In Da Club,50 Cent,Hip-Hop/Rap,14,2024-08-28
39,La Corriente,Bad Bunny & Tony Dize,Latin,15,2024-08-28
40,Die For You,The Weeknd,R&B/Soul,4,2024-08-28
41,IDGAF,Dua Lipa,Electronic/Dance,6,2024-08-28
42,Kill Bill,SZA,R&B/Soul,12,2024-08-28
43,El Apagón,Bad Bunny,Latin,5,2024-08-28
44,Smells Like Teen Spirit,Nirvana,Rock,3,2024-08-28
45,Hold On,Justin Bieber,Pop,8,2024-08-28
46,Shirt,SZA,R&B/Soul,6,2024-08-28
47,White Iverson,Post Malone,Alternative,15,2024-08-28
48,Late Night Talking,Harry Styles,Pop,15,2024-08-28
49,Go Flex,Post Malone,Alternative,11,2024-08-28
50,Vampire,Olivia Rodrigo,Pop,8,2024-08-28
51,Essence,WizKid ft. Tems,R&B/Soul,4,2024-08-28
52,If I Was a Cowboy,Miranda Lambert,Country,4,2024-08-28
53,Thought You Should Know,Morgan Wallen,Country,6,2024-08-28
54,Smells Like Teen Spirit,Nirvana,Rock,6,2024-08-28
55,Don't Start Now,Dua Lipa,Electronic/Dance,5,2024-08-28
56,Ditto,NewJeans,K-Pop,5,2024-08-28
57,Break My Soul,Beyoncé,Pop,6,2024-08-28
58,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,5,2024-08-28
59,If I Was a Cowboy,Miranda Lambert,Country,2,2024-08-28
60,Anti-Hero,Taylor Swift,Pop,5,2024-08-28
61,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,5,2024-08-28
62,Hype Boy,NewJeans,K-Pop,7,2024-08-28
63,If I Was a Cowboy,Miranda Lambert,Country,8,2024-08-28
64,Good Days,SZA,R&B/Soul,4,2024-08-28
65,IDGAF,Dua Lipa,Electronic/Dance,1,2024-08-28
66,The Box,Roddy Ricch,Hip-Hop/Rap,3,2024-08-28
67,Levitating,Dua Lipa,Electronic/Dance,7,2024-08-28
68,As It Was,Harry Styles,Pop,8,2024-08-28
69,You Proof,Morgan Wallen,Country,5,2024-08-28
70,Wonderwall,Oasis,Rock,5,2024-08-28
71,Break My Soul,Beyoncé,Pop,7,2024-08-28
72,Congratulations,Post Malone ft. Quavo,Pop,8,2024-08-28
73,Dynamite,BTS,K-Pop,5,2024-08-28
74,Last Night,Morgan Wallen,Country,1,2024-08-28
75,Better Now,Post Malone,Alternative,7,2024-08-28
76,Kill Bill,SZA,R&B/Soul,2,2024-08-28
77,Zombie,The Cranberries,Rock,7,2024-08-28
78,About Damn Time,Lizzo,Pop,7,2024-08-28
79,IDGAF,Dua Lipa,Electronic/Dance,4,2024-08-28
80,If I Was a Cowboy,Miranda Lambert,Country,6,2024-08-28
81,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,1,2024-08-28
82,ETA,NewJeans,K-Pop,5,2024-08-28
83,Ojitos Lindos,Bad Bunny & Bomba Estéreo,Latin,8,2024-08-28
84,Sunflower,Post Malone & Swae Lee,Pop,4,2024-08-28
85,Blinding Lights,The Weeknd,Alternative,3,2024-08-28
86,Flowers,Miley Cyrus,Pop,3,2024-08-28
87,Anti-Hero,Taylor Swift,Pop,4,2024-08-28
88,Last Night,Morgan Wallen,Country,7,2024-08-28
89,Deja Vu,Post Malone,Alternative,1,2024-08-28
90,Hold Me Closer,Elton John & Britney Spears,Pop,3,2024-08-28
91,If I Was a Cowboy,Miranda Lambert,Country,5,2024-08-28
92,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,7,2024-08-28
93,Tití Me Preguntó,Bad Bunny,Latin,1,2024-08-28
94,If I Was a Cowboy,Miranda Lambert,Country,3,2024-08-28
95,Go Flex,Post Malone,Alternative,5,2024-08-28
96,Party,Bad Bunny & Rauw Alejandro,Latin,6,2024-08-28
97,New Rules,Dua Lipa,Electronic/Dance,3,2024-08-28
98,Essence,WizKid ft. Tems,R&B/Soul,7,2024-08-28
99,Anti-Hero,Taylor Swift,Pop,8,2024-08-28
100,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,8,2024-08-28
1,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,12,2024-09-04
2,Essence,WizKid ft. Tems,R&B/Soul,24,2024-09-04
3,If I Was a Cowboy,Miranda Lambert,Country,14,2024-09-04
4,Wonderwall,Oasis,Rock,15,2024-09-04
5,Después de la Playa,Bad Bunny,Latin,9,2024-09-04
6,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,21,2024-09-04
7,I Fall Apart,Post Malone,Alternative,8,2024-09-04
8,Moscow Mule,Bad Bunny,Latin,24,2024-09-04
9,The Kind of Love We Make,Luke Combs,Country,24,2024-09-04
10,New Rules,Dua Lipa,Electronic/Dance,8,2024-09-04
11,Sunflower,Post Malone & Swae Lee,Pop,13,2024-09-04
12,God's Plan,Drake,Hip-Hop/Rap,3,2024-09-04
13,Zombie,The Cranberries,Rock,14,2024-09-04
14,Vampire,Olivia Rodrigo,Pop,6,2024-09-04
15,Andrea,Bad Bunny & Buscabulla,Latin,12,2024-09-04
16,Late Night Talking,Harry Styles,Pop,4,2024-09-04
17,In Da Club,50 Cent,Hip-Hop/Rap,15,2024-09-04
18,God's Plan,Drake,Hip-Hop/Rap,6,2024-09-04
19,CUFF IT,Beyoncé,R&B/Soul,11,2024-09-04
20,Hold On,Justin Bieber,Pop,3,2024-09-04
21,Party,Bad Bunny & Rauw Alejandro,Latin,3,2024-09-04
22,Good Days,SZA,R&B/Soul,14,2024-09-04
23,Late Night Talking,Harry Styles,Pop,15,2024-09-04
24,The Box,Roddy Ricch,Hip-Hop/Rap,7,2024-09-04
25,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,6,2024-09-04
26,About Damn Time,Lizzo,Pop,4,2024-09-04
27,New Jeans,NewJeans,K-Pop,8,2024-09-04
28,You Proof,Morgan Wallen,Country,7,2024-09-04
29,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,5,2024-09-04
30,Late Night Talking,Harry Styles,Pop,14,2024-09-04
31,Butter,BTS,K-Pop,6,2024-09-04
32,Go Flex,Post Malone,Alternative,3,2024-09-04
33,Creep,Radiohead,Rock,13,2024-09-04
34,Circles,Post Malone,Alternative,3,2024-09-04
35,"Going, Going, Gone",Luke Combs,Country,9,2024-09-04
36,Last Night,Morgan Wallen,Country,8,2024-09-04
37,White Iverson,Post Malone,Alternative,15,2024-09-04
38,Cold Heart,Elton John & Dua Lipa,Electronic/Dance,11,2024-09-04
39,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,13,2024-09-04
40,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,12,2024-09-04
41,About Damn Time,Lizzo,Pop,10,2024-09-04
42,Shut Down,BLACKPINK,K-Pop,14,2024-09-04
43,Andrea,Bad Bunny & Buscabulla,Latin,7,2024-09-04
44,Kill Bill,SZA,R&B/Soul,10,2024-09-04
45,God's Plan,Drake,Hip-Hop/Rap,14,2024-09-04
46,Lift Me Up,Rihanna,R&B/Soul,14,2024-09-04
47,Savage,Megan Thee Stallion,Hip-Hop/Rap,7,2024-09-04
48,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,11,2024-09-04
49,New Rules,Dua Lipa,Electronic/Dance,14,2024-09-04
50,The Kind of Love We Make,Luke Combs,Country,12,2024-09-04
51,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,2,2024-09-04
52,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,5,2024-09-04
53,Thought You Should Know,Morgan Wallen,Country,3,2024-09-04
54,About Damn Time,Lizzo,Pop,7,2024-09-04
55,You Proof,Morgan Wallen,Country,2,2024-09-04
56,Congratulations,Post Malone ft. Quavo,Pop,7,2024-09-04
57,Kill Bill,SZA,R&B/Soul,6,2024-09-04
58,Sweet Child O' Mine,Guns N' Roses,Rock,4,2024-09-04
59,Sunflower,Post Malone & Swae Lee,Pop,4,2024-09-04
60,Savage,Megan Thee Stallion,Hip-Hop/Rap,7,2024-09-04
61,White Iverson,Post Malone,Alternative,6,2024-09-04
62,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,2,2024-09-04
63,Thought You Should Know,Morgan Wallen,Country,2,2024-09-04
64,Essence,WizKid ft. Tems,R&B/Soul,3,2024-09-04
65,Sunflower,Post Malone & Swae Lee,Pop,4,2024-09-04
66,If I Was a Cowboy,Miranda Lambert,Country,1,2024-09-04
67,Unholy,Sam Smith & Kim Petras,Pop,5,2024-09-04
68,Break My Heart,Dua Lipa,Electronic/Dance,1,2024-09-04
69,Shirt,SZA,R&B/Soul,4,2024-09-04
70,Shut Down,BLACKPINK,K-Pop,8,2024-09-04
71,Wild as Her,Corey Kent,Country,5,2024-09-04
72,Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,7,2024-09-04
73,Vampire,Olivia Rodrigo,Pop,1,2024-09-04
74,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,4,2024-09-04
75,Smells Like Teen Spirit,Nirvana,Rock,3,2024-09-04
76,CUFF IT,Beyoncé,R&B/Soul,3,2024-09-04
77,Break My Soul,Beyoncé,Pop,1,2024-09-04
78,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,5,2024-09-04
79,CUFF IT,Beyoncé,R&B/Soul,8,2024-09-04
80,Hold On,Justin Bieber,Pop,6,2024-09-04
81,Bad Guy,Billie Eilish,Alternative,6,2024-09-04
82,Zombie,The Cranberries,Rock,5,2024-09-04
83,New Rules,Dua Lipa,Electronic/Dance,7,2024-09-04
84,Blinding Lights,The Weeknd,Alternative,3,2024-09-04
85,God's Plan,Drake,Hip-Hop/Rap,7,2024-09-04
86,Hold Me Closer,Elton John & Britney Spears,Pop,7,2024-09-04
87,I Fall Apart,Post Malone,Alternative,1,2024-09-04
88,Calm Down,Rema & Selena Gomez,R&B/Soul,4,2024-09-04
89,Hype Boy,NewJeans,K-Pop,4,2024-09-04
90,Go Flex,Post Malone,Alternative,3,2024-09-04
91,Thought You Should Know,Morgan Wallen,Country,1,2024-09-04
92,Bohemian Rhapsody,Queen,Rock,4,2024-09-04
93,"Going, Going, Gone",Luke Combs,Country,8,2024-09-04
94,Savage,Megan Thee Stallion,Hip-Hop/Rap,4,2024-09-04
95,Congratulations,Post Malone ft. Quavo,Pop,8,2024-09-04
96,In Da Club,50 Cent,Hip-Hop/Rap,7,2024-09-04
97,Butter,BTS,K-Pop,5,2024-09-04
98,Sunflower,Post Malone & Swae Lee,Pop,3,2024-09-04
99,Late Night Talking,Harry Styles,Pop,1,2024-09-04
100,God's Plan,Drake,Hip-Hop/Rap,8,2024-09-04
1,Ditto,NewJeans,K-Pop,21,2024-09-11
2,Go Flex,Post Malone,Alternative,21,2024-09-11
3,Smells Like Teen Spirit,Nirvana,Rock,10,2024-09-11
4,Hype Boy,NewJeans,K-Pop,21,2024-09-11
5,Andrea,Bad Bunny & Buscabulla,Latin,25,2024-09-11
6,The Kind of Love We Make,Luke Combs,Country,13,2024-09-11
7,Go Flex,Post Malone,Alternative,18,2024-09-11
8,Seven Nation Army,The White Stripes,Rock,21,2024-09-11
9,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,23,2024-09-11
10,Hotel California,Eagles,Rock,10,2024-09-11
11,Good Days,SZA,R&B/Soul,3,2024-09-11
12,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,5,2024-09-11
13,Congratulations,Post Malone ft. Quavo,Pop,6,2024-09-11
14,Last Night,Morgan Wallen,Country,8,2024-09-11
15,Kill Bill,SZA,R&B/Soul,14,2024-09-11
16,CUFF IT,Beyoncé,R&B/Soul,10,2024-09-11
17,About Damn Time,Lizzo,Pop,11,2024-09-11
18,"Going, Going, Gone",Luke Combs,Country,3,2024-09-11
19,Wild as Her,Corey Kent,Country,6,2024-09-11
20,Blinding Lights,The Weeknd,Alternative,3,2024-09-11
21,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,5,2024-09-11
22,Break My Heart,Dua Lipa,Electronic/Dance,4,2024-09-11
23,Break My Heart,Dua Lipa,Electronic/Dance,11,2024-09-11
24,Wild as Her,Corey Kent,Country,12,2024-09-11
25,Hotel California,Eagles,Rock,3,2024-09-11
26,El Apagón,Bad Bunny,Latin,15,2024-09-11
27,Anti-Hero,Taylor Swift,Pop,6,2024-09-11
28,Después de la Playa,Bad Bunny,Latin,6,2024-09-11
29,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,10,2024-09-11
30,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,8,2024-09-11
31,New Jeans,NewJeans,K-Pop,4,2024-09-11
32,Ojitos Lindos,Bad Bunny & Bomba Estéreo,Latin,15,2024-09-11
33,Ojitos Lindos,Bad Bunny & Bomba Estéreo,Latin,13,2024-09-11
34,Hold Me Closer,Elton John & Britney Spears,Pop,8,2024-09-11
35,Lift Me Up,Rihanna,R&B/Soul,7,2024-09-11
36,Dynamite,BTS,K-Pop,13,2024-09-11
37,The Box,Roddy Ricch,Hip-Hop/Rap,9,2024-09-11
38,Thought You Should Know,Morgan Wallen,Country,7,2024-09-11
39,Calm Down,Rema & Selena Gomez,R&B/Soul,14,2024-09-11
40,Ditto,NewJeans,K-Pop,14,2024-09-11
41,Hold Me Closer,Elton John & Britney Spears,Pop,15,2024-09-11
42,Good Days,SZA,R&B/Soul,13,2024-09-11
43,Hotel California,Eagles,Rock,10,2024-09-11
44,Sweet Child O' Mine,Guns N' Roses,Rock,3,2024-09-11
